 ,AUROC,AUPRC,accuracy
0,0.895939235,0.931541695,0.809701493
1,0.887585646,0.918427807,0.797752809
2,0.881265881,0.89392662,0.790262172
3,0.872868664,0.898950158,0.794007491
4,0.885739261,0.943012938,0.801498127
