 ,AUROC,AUPRC,accuracy
0,0.983386365,0.99312824,0.955577493
1,0.979839825,0.991073018,0.949654492
2,0.986261901,0.994684526,0.952615992
3,0.991358087,0.996926239,0.961500494
4,0.985445547,0.99451486,0.963438735
