 ,AUROC,AUPRC,accuracy
0,0.731918239,0.691847541,0.678217822
1,0.819936958,0.848144731,0.727722772
2,0.724192277,0.767712752,0.638613861
3,0.81928066,0.821306267,0.732673267
4,0.774707863,0.78091293,0.696517413
