 ,AUROC,AUPRC,accuracy
0,0.887344846,0.391991125,0.968359088
1,0.883614089,0.391801953,0.964653903
2,0.912058898,0.433667098,0.966126657
3,0.928651909,0.442234742,0.971281296
4,0.882013359,0.308662378,0.966863034
