 ,AUROC,AUPRC,accuracy
0,0.736838877,0.480294706,0.889915966
1,0.774769618,0.531502765,0.913445378
2,0.714258237,0.446832955,0.882253995
3,0.742860564,0.453671815,0.883193277
4,0.791481842,0.517805788,0.875525652
