 ,AUROC,AUPRC,accuracy
0,0.929264267,0.696193841,0.922770701
1,0.907844915,0.679728391,0.916401274
2,0.913681567,0.633013465,0.921974522
3,0.914429697,0.677865417,0.906847134
4,0.899411785,0.686761705,0.914741036
