 ,AUROC,AUPRC,accuracy
0,0.821895241,0.497443175,0.977745872
1,0.791990209,0.530456026,0.974856322
2,0.827523524,0.553552288,0.97341954
3,0.798070816,0.568441132,0.964798851
4,0.85055085,0.566934142,0.977011494
