 ,AUROC,AUPRC,accuracy
0,0.913651849,0.537014908,0.967799642
1,0.862745098,0.377383456,0.958855098
2,0.861391129,0.36422756,0.941860465
3,0.893478261,0.487555132,0.95706619
4,0.86612089,0.43624581,0.942703671
