 ,AUROC,AUPRC,accuracy
0,0.900399236,0.647147395,0.864816473
1,0.867515924,0.614074069,0.88003581
2,0.837843273,0.63652382,0.888093107
3,0.844366,0.537314733,0.859444942
4,0.854156949,0.550718215,0.873769024
