 ,AUROC,AUPRC,accuracy
0,0.887906998,0.904398487,0.836927224
1,0.895559753,0.914005164,0.832884097
2,0.89719374,0.916313426,0.824797844
3,0.897441087,0.91631855,0.832884097
4,0.894945134,0.913040442,0.823450135
