 ,AUROC,AUPRC,accuracy
0,0.896502098,0.634371402,0.912420382
1,0.894599473,0.640065928,0.901273885
2,0.89652649,0.641803905,0.912420382
3,0.902234364,0.644143612,0.910828025
4,0.898624256,0.637058185,0.894904459
