 ,AUROC,AUPRC,accuracy
0,0.840569561,0.948464081,0.761290323
1,0.823996265,0.941606862,0.787096774
2,0.816993464,0.938911469,0.793548387
3,0.802987862,0.934267789,0.774193548
4,0.834733894,0.946224073,0.787096774
