 ,AUROC,AUPRC,accuracy
0,0.995979226,0.995382028,0.977375566
1,0.997068186,0.996591338,0.972850679
2,0.997319484,0.997047286,0.977375566
3,0.99698442,0.996565294,0.972850679
4,0.996733121,0.995993823,0.972850679
