 ,AUROC,AUPRC,accuracy
0,0.886975717,0.430686922,0.982229402
1,0.869094923,0.364323538,0.978998384
2,0.847571744,0.45898768,0.980613893
3,0.862693157,0.338316013,0.975767367
4,0.865011038,0.444041686,0.975767367
