 ,AUROC,AUPRC,accuracy
0,0.903572915,0.722504686,0.976923077
1,0.884846323,0.715926862,0.978461538
2,0.883181737,0.71222948,0.981538462
3,0.879733666,0.710800247,0.98
4,0.907199334,0.76552413,0.984615385
