Experiment,AUROC,AUPRC,accuracy
0,0.575928009,0.187738216,0.90070922
1,0.681679,0.154894,0.929078
2,0.598684,0.151735,0.943262
3,0.664885496,0.199599597,0.929078014
4,0.746268657,0.243951287,0.95035461
,,,
,,,
,,,
,,,
,,,
,,,
,,,
