Experiment,AUROC,AUPRC,accuracy
0,0.720799,0.413933,0.792208
1,0.667105263,0.417136127,0.74025974
2,0.691332935,0.435041693,0.773462783
3,0.747058824,0.525816516,0.785714286
4,0.717886626,0.488631676,0.74433657
