Experiment,AUROC,AUPRC,accuracy
0,0.702484234,0.108749721,0.951656222
1,0.715532793,0.117399862,0.944494181
2,0.662542189,0.118751864,0.928379588
3,0.71491183,0.096626756,0.950760967
4,0.679419192,0.100572323,0.946236559
