Experiment,AUROC,AUPRC,accuracy
0,0.666058672,0.902998125,0.834951456
1,0.596641791,0.898092463,0.87012987
2,0.615685096,0.885346223,0.831168831
3,0.739837398,0.916348393,0.798701299
4,0.626923,0.893647329,0.84142394
