Experiment,AUROC,AUPRC,accuracy
0,0.632432432,0.601295047,0.571428571
1,0.703684573,0.6197482,0.597402597
2,0.679156118,0.61174075,0.584415584
3,0.694043781,0.63712559,0.61038961
4,0.650745257,0.631321248,0.564935065
