Experiment,AUROC,AUPRC,accuracy
0,0.74334402,0.274373213,0.949025487
1,0.730922186,0.180267196,0.960269865
2,0.665053532,0.16634695,0.950524738
3,0.69651984,0.159301533,0.949025487
4,0.709677753,0.195263931,0.942278861
