Experiment,AUROC,AUPRC,accuracy
0,0.808409557,0.410497295,0.891633466
1,0.803041878,0.426628103,0.887649402
2,0.82587632,0.412464522,0.880478088
3,0.812543496,0.434537882,0.877290837
4,0.822630292,0.409130609,0.864433812
