Experiment,AUROC,AUPRC,accuracy
0,0.726868579,0.781680523,0.666666667
1,0.670320796,0.744823863,0.63022942
2,0.709153976,0.766713525,0.569790964
3,0.678859857,0.744694805,0.628879892
4,0.690409435,0.749966615,0.639676113
