Experiment,AUROC,AUPRC,accuracy
0,0.703098975,0.500525603,0.327111111
1,0.731736998,0.507258521,0.692444444
2,0.689285,0.471816,0.681778
3,0.679915936,0.473577713,0.658666667
4,0.696371557,0.48360924,0.687111111
,,,
,,,
,,,
,,,
