Experiment,AUROC,AUPRC,accuracy
0,0.696079755,0.313117303,0.867115223
1,0.674280785,0.263790833,0.868797309
2,0.712653188,0.263724195,0.880571909
3,0.694401209,0.306363359,0.855218855
4,0.666254461,0.251305245,0.86038688
