Experiment,AUROC,AUPRC,accuracy
0,0.643592951,0.12855825,0.948303716
1,0.649334684,0.100029886,0.94911147
2,0.648509412,0.114888123,0.946688207
3,0.62562173,0.108876866,0.941033926
4,0.729588736,0.143297914,0.950693374
