Experiment,AUROC,AUPRC,accuracy
0,0.8707140332272889,0.7965670659918641,0.775
1,0.9221924193122856,0.8780320234950114,0.6227272727272727
2,0.8900700808625338,0.854839031339578,0.3977272727272727
3,0.8835907670947587,0.8479989318968005,0.6090909090909091
4,0.8626955319332814,0.8047093376286283,0.5068181818181818
