Experiment,AUROC,AUPRC,accuracy
0,0.700286294,0.778760954,0.378277154
1,0.658950983,0.742618615,0.38576779
2,0.638068448,0.714256548,0.631578947
3,0.646969697,0.776833157,0.413533835
4,0.665667255,0.732369383,0.393258427
