Experiment,AUROC,AUPRC,accuracy
0,0.714188912,0.165824284,0.928406467
1,0.70882017,0.180417514,0.936874519
2,0.738738739,0.21443075,0.939953811
3,0.737971698,0.170569276,0.938414165
4,0.738297738,0.1623433,0.939953811
