Experiment,AUROC,AUPRC,accuracy
0,0.719929265,0.637710903,0.663498099
1,0.765503045,0.653596892,0.664448669
2,0.776052662,0.679559434,0.710076046
3,0.735575605,0.641721371,0.670152091
4,0.7517939,0.673076896,0.68916394
