Experiment,AUROC,AUPRC,accuracy
0,0.727156,0.369777,0.827648
1,0.68583151,0.339371206,0.820466786
2,0.725756969,0.391005809,0.824057451
3,0.682957,0.342965,0.842011
4,0.769011308,0.356797607,0.854578097
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
