Experiment,AUROC,AUPRC,accuracy
0,0.53392242,0.108854667,0.982200647
1,0.539556,0.132842,0.97411
2,0.697955,0.077223,0.975728
3,0.757358,0.12371,0.966019
4,0.623217,0.079496,0.975728
,,,
,,,
,,,
,,,
,,,
,,,
,,,
