,AUROC,AUPRC,accuracy
0,0.973871131,0.539292669,0.92393736
1,0.999249249,0.902777778,0.975391499
2,0.986112914,0.980138627,0.944315545
3,0.989739752,0.994720206,0.862700229
4,0.999337669,0.999815216,0.961538462
