,AUROC,AUPRC,accuracy
0,0.88753628,0.67093378,0.907031619
1,0.829463258,0.483780375,0.903013183
2,0.855431632,0.599303378,0.90626472
3,0.890876706,0.732815629,0.900659134
4,0.846449283,0.552439564,0.915214319
