,AUROC,AUPRC,accuracy
0,0.879318599,0.748893901,0.96979086
1,0.728403361,0.0369697,0.989138867
2,0.81618677,0.173216251,0.982442748
3,0.863277896,0.578343175,0.97235023
4,0.908950077,0.605031752,0.973159509
