,AUROC,AUPRC,accuracy
0,0.795664138,0.702899739,0.728695652
1,0.641892069,0.758040336,0.609075044
2,0.682269226,0.734289152,0.661375661
3,0.693609624,0.777060733,0.679715302
4,0.786785866,0.545412836,0.735087719
