,AUROC,AUPRC,accuracy
0,0.663563134,0.5381804,0.6
1,0.676339286,0.622805921,0.615
2,0.741324292,0.793971055,0.661691542
3,0.710399846,0.724239051,0.642156863
4,0.725684755,0.825500079,0.681372549
