,AUROC,AUPRC,accuracy
0,0.773834257,0.761133033,0.755639098
1,0.813715385,0.914155734,0.744360902
2,0.747004608,0.797537054,0.670411985
3,0.750645415,0.672671827,0.695167286
4,0.787823906,0.888653543,0.664179104
