,AUROC,AUPRC,accuracy
0,0.53125,0.963349625,0.882352941
1,0.517857143,0.861839371,0.820512821
2,0.864864865,0.992511147,0.948717949
3,0.548387097,0.919247259,0.828571429
4,0.586805556,0.84035071,0.780487805
