,AUROC,AUPRC,accuracy
0,0.720376766,0.501593105,0.8
1,0.79445145,0.607261812,0.802588997
2,0.810098563,0.8194246,0.7
3,0.736275108,0.564437891,0.754424075
4,0.712270722,0.434505312,0.74433657
