,AUROC,AUPRC,accuracy
0,0.586206897,0.95749736,0.064516129
1,0.635416667,0.907939207,0.785714286
2,0.619318182,0.836770973,0.266666667
3,0.679012346,0.961000861,0.9
4,0.5549789,0.974998263,0.048153826
