Experiment,AUROC,AUPRC,accuracy
0,0.77685,0.545939243,0.778787879
1,0.724526346,0.606512426,0.69579288
2,0.718069564,0.601490971,0.644012945
3,0.72344236,0.602955098,0.718446602
4,0.71887077,0.581446807,0.682847896
