Experiment,AUROC,AUPRC,accuracy
0,0.894254295532646,0.6175503594455231,0.8633928571428572
1,0.8613042914559834,0.6329831411213729,0.8243992606284658
2,0.8707121888446536,0.5974886693135011,0.8559556786703602
3,0.8831121428947231,0.5964613391726269,0.8493530499075785
4,0.85905363293423,0.5851631473205648,0.8515325670498084
