Experiment,AUROC,AUPRC,accuracy
0,0.9612262038073909,0.8137507122645085,0.8556263269639066
1,0.9829408991941819,0.9560086684093423,0.9330357142857143
2,0.9899557371467483,0.9828842904233368,0.9390519187358917
3,0.989613468338155,0.9904683899826996,0.9441964285714286
4,0.9919425940438873,0.9940127399612628,0.9436274509803921
