Experiment,AUROC,AUPRC,accuracy
0,0.6722222222222223,0.9430456590235954,0.8780487804878049
1,0.3235294117647059,0.9693067429174652,0.6
2,0.5384615384615384,0.8869016112652575,0.6129032258064516
3,0.717741935483871,0.9609764678690609,0.6857142857142857
4,0.6349206349206349,0.9442025207096453,0.625
