Experiment,AUROC,AUPRC,accuracy
0,0.829015,0.461047,0.905239
1,0.820763,0.473275,0.906009
2,0.824414,0.444579,0.892912
3,0.829246192,0.44292332,0.92449923
4,0.768779,0.408816,0.86566
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
