Experiment,AUROC,AUPRC,accuracy
0,0.6104651162790697,0.9171514885278246,0.6862745098039216
1,0.6277777777777778,0.9394506332487222,0.6829268292682927
2,0.798469387755102,0.9431609166351862,0.7714285714285715
3,0.8238095238095239,0.9703423528773862,0.7317073170731707
4,0.7037037037037037,0.8275825389444316,0.6666666666666666
