Experiment,AUROC,AUPRC,accuracy
0,0.816342,0.716285,0.719873
1,0.833440554,0.659204868,0.748976808
2,0.792813,0.66523,0.723965
3,0.821185921,0.713255446,0.725329695
4,0.787438,0.679876,0.72442
