Experiment,AUROC,AUPRC,accuracy
0,0.744616516,0.37658049,0.581705574
1,0.716617,0.322668,0.677498
2,0.733967,0.392736,0.689852
3,0.731871,0.330726,0.767032
4,0.749854691,0.322381266,0.746548323
