Experiment,AUROC,AUPRC,accuracy
0,0.792777,0.439548,0.802168
1,0.790929681,0.424903313,0.765130985
2,0.787695,0.434109,0.828365
3,0.798142194,0.438938608,0.83197832
4,0.768012,0.42725,0.807588
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
