Experiment,AUROC,AUPRC,accuracy
0,0.675753228,0.933662654,0.678787879
1,0.680859176,0.949469241,0.585760518
2,0.628697183,0.956631035,0.595394737
3,0.616802,0.93803,0.579288
4,0.648195,0.947271,0.572816
,,,
,,,
,,,
,,,
,,,
,,,
,,,
