Experiment,AUROC,AUPRC,accuracy
0,0.859789634,0.519305464,0.887796888
1,0.853936197,0.508172737,0.845208845
2,0.865307461,0.563967227,0.836902801
3,0.872736762,0.52609264,0.873054873
4,0.886295566,0.529252907,0.868977177
