Experiment,AUROC,AUPRC,accuracy
0,0.7225559119969058,0.692552905090039,0.6492411467116358
1,0.7020746549048437,0.7442940598155839,0.6338797814207651
2,0.7060499506608664,0.7883226870433584,0.6431159420289855
3,0.6840580509877497,0.7156134456812395,0.6302367941712204
4,0.7467338217338216,0.4492022021443974,0.7616279069767442
