Experiment,AUROC,AUPRC,accuracy
0,0.9067743551214626,0.893982373927524,0.8430622009569378
1,0.9744828641095545,0.9863389348243093,0.904621435594887
2,0.9868974370324466,0.9959594369423872,0.8892185954500494
3,0.9856856280906914,0.9972688518073765,0.8525073746312685
4,0.9711733703190014,0.9964743154633843,0.8507157464212679
