Experiment,AUROC,AUPRC,accuracy
0,0.69892,0.510552,0.675039
1,0.715752265,0.520595247,0.680795395
2,0.727293619,0.52186708,0.716605553
3,0.73536,0.512749,0.663527
4,0.730576,0.531482,0.693557
