Experiment,AUROC,AUPRC,accuracy
0,0.868336443,0.659781407,0.946923077
1,0.870109422,0.620333254,0.843846154
2,0.878259834,0.648214402,0.923076923
3,0.88044298,0.63068365,0.936923077
4,0.872610117,0.604861,0.943076923
