 ,AUROC,AUPRC,accuracy
0,0.79047619,0.979488472,0.894736842
1,0.895238095,0.991163549,0.842105263
2,0.73655914,0.92242098,0.837837838
3,0.734375,0.942594678,0.842105263
4,0.682795699,0.905056618,0.837837838
