 ,AUROC,AUPRC,accuracy
0,0.878208767,0.347982019,0.944494181
1,0.867429943,0.350355117,0.957847534
2,0.895382324,0.478776863,0.954341987
3,0.83543404,0.355416049,0.940807175
4,0.887769542,0.498899212,0.95609319
