 ,AUROC,AUPRC,accuracy
0,0.862788347,0.370225244,0.972491909
1,0.833407502,0.159886855,0.976537217
2,0.826093817,0.255562761,0.970064725
3,0.866933876,0.408860717,0.974110032
4,0.872715947,0.352684287,0.973300971
