 ,AUROC,AUPRC,accuracy
0,0.863698181,0.580196746,0.877350045
1,0.86075901,0.593908297,0.879928315
2,0.845736257,0.567518756,0.8782453
3,0.830224615,0.576549503,0.852150538
4,0.873744223,0.583706166,0.876344086
