 ,AUROC,AUPRC,accuracy
0,0.935529238,0.784935534,0.911051213
1,0.937421301,0.797523047,0.926325247
2,0.92109529,0.773782029,0.90655885
3,0.913802513,0.732268781,0.888589398
4,0.933095635,0.77359033,0.921832884
