 ,AUROC,AUPRC,accuracy
0,0.96483254,0.946088548,0.910170367
1,0.964594175,0.954346544,0.909137842
2,0.954497023,0.938100992,0.896747548
3,0.966884293,0.947583699,0.912751678
4,0.962145046,0.938446733,0.900877646
