 ,AUROC,AUPRC,accuracy
0,0.923158159,0.889206602,0.85368171
1,0.917691909,0.888188591,0.843705463
2,0.914926317,0.878985811,0.834679335
3,0.910113709,0.878811647,0.843155894
4,0.9244678,0.897585655,0.859857482
