 ,AUROC,AUPRC,accuracy
0,0.900133053,0.625278799,0.976833977
1,0.907209364,0.677685246,0.977657935
2,0.874323302,0.652625346,0.982280431
3,0.905916709,0.733096033,0.982266769
4,0.876522401,0.642929988,0.978428351
